talk_id	title	detail	date	begintime	endtime	viewno	bookmarkno	emailno	biological_science	computer_science	general_interest	education	engineering	geosciences	math_physics	social_science	health_sciences	arts_humanities	business_industry	law	chemistry
10477	thesis defense bridge physical virtual learning system early science	kenneth koedinger psychology scott hudson jessica hammer entertainment technology center kevin crowley learning research development center university pittsburgh tangible interface environment potential bring advantage physical virtual environment improve learning enjoyment control experiment investigate interact physical object real world accompany interact feedback improve student learning compare interaction sufficient empirical basis understanding environment design maximize learning enjoyment children create earthshake game bridge physical virtual world kinect specialized computer vision algorithm children learn physics conduct control experiment earthshake identify features important student learning enjoyment experiment examine effect observing physical phenomena collaboration pair versus solo experiment replicate effect observing physical phenomena test add simple physical control shake tablet improve learning enjoyment experiment reveal observing physical phenomena context game leads significant learning times enjoyment compare equivalent version add simple physical control change group size solo pair significant effects gesture analysis insight experience physical phenomena enhance learning thesis work investigate features system yield learning enjoyment context limited experimental result learning research environment including tangible interface emphasize exploration problem solve claim effective mode minimal guidance investigate critical learning enjoyment interact guidance feedback prompt structure interact feedback context earthshake experiment compare learning enjoyment outcome children interact version earthshake support version support exploration mode version combination exploration result experiment reveal combine conditions children expose guide discovery activity cycle interact feedback yield explanation reasoning environment help formulate explanation theory mind result suggest children activate explanatory theory action guide discovery activity combine exploratory activity system add exploration activity foster learning principles application principles constructive task dissertation contribute literature effects physical observation interaction science learning outcome learning technology specifically shown system combine physical virtual environment lead superior learning enjoyment outcome alternative base measure work contribute literature exploration learning demonstrate activity setting improve fundamental principle learning helping formulate explanation show combine engineering approach scientific thinking practice combine exploration activity lead engineering outcome transfer constructive activity real work aim make contribution design perspective create educational system bridge physical virtual environment improve learning enjoyment collaborate foster productive dialogue scientific curiosity museum school setting iterate design methodology ensure effective learning enjoyment outcome setting	8/10/16 0:00	8/10/16 14:30	8/10/16 16:30	122	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0
10478	thesis proposal safe efficient robust predict control constrained nonlinear system	abstract autonomous system deploy increasingly complex uncertain environment safe accurate robust feedback control technique require ensure reliable operation accurate trajectory track essential complete variety task difficult dynamics change online environmental effects hardware degrade result uncertainty mitigate technique ensure safety accuracy problem suit optimum control formulation nonlinear model predict control nmpc nmpc employ nonlinear model plant dynamics compute control policy improve track accuracy relative reactive approach formulation ensure constraint dynamics satisfy compensate plant model uncertainty robust adapt extension existing nmpc technique computation expensive operate domain preclude reliable communication base station difficult small agile system micro aerial vehicle severe limited computation size weight power restriction require feedback control maintain stability system operate safe reliable typically limited onboard computation resources thesis propose series feedback control strategy enable accurate reliable operation presence unmodeled system dynamics concept underlying technique reuse past experience reduce online computation enhance control performance scenario work complete demonstrate constrained adapt control agile system experience inform estimate system dynamics model choice controller scenario propose work aim enhance robust uncertainty improve computation efficiency inform motion plan facilitate track propose case study demonstrate performance technique thesis committee nathan michael chair maxim likhachev koushil sreenath nichola massachusetts institute technology copy proposal document poster event website keyword information contact	8/3/16 0:00	8/3/16 12:00	8/3/16 13:00	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10479	thesis proposal fast agnostic classification	abstract learning algorithm agnostic presume perfect model input data produce output data algorithm design basic task classify data linear separator persistent rift practice theory popular algorithm svm logistic regress susceptible noise provable agnostic algorithm involve sample time tting polynomial data recently introduce algorithm practical agnostic achieve promising experimental performance natural problem seek deepen theoretical understanding algorithm expand practical application main question answer provable fast eventually converge correct solution wide variety input distribution intersect litany hardness result restrict input distribution base experimental evidence mechanics algorithm algorithm runs polynomial time input distribute algorithm solve notorious problem computer science learning parity noise resolve variety challenge learning theory learning dnf encounter 1984 valiant learning subject prize 2003 blum exciting possibility contradict hardness result upset consensus related problem cryptography complexity theory propose gain experimental theoretical evidence possibility practice task involve multiple class number class large fast agnostic posit strong lower bounds grow number class depend weak conjecture refute random constraint satisfaction problem thesis committee geoff gordon chair avrim blum nina balcan varun kanade university oxford copy thesis summary poster keyword information contact	8/2/16 0:00	8/2/16 13:00	8/2/16 14:00	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10480	regress test theory practice	abstract developer build regress test suite automatic check code break functional nowadays test continuous integrate service travi regress test important costly cost reportedly increase google recently report observe quadratic increase time linear increase number linear increase number test approach speed regress test regress test selection runs subset test affected latest detect affected test technique static analyze latest codebase obtain time saving compare rerun test technique balance time spent analysis time save running test addition technique need reduce extra costs running test cost library retrieval propose lightweight technique call ekstazi balance analysis time time test ekstazi software modern distribute system propose mol technique substantially reduce library retrieval cost mol lazy retrieve parts library library access language implement ekstazi mol java evaluate hundred revision project total lines code ekstazi reduce time compare running test mol reduce library retrieval time finally month initial release ekstazi adopt apache project milo gligoric assistant professor electrical computer engineering university texas austin research interests software engineering formal method designing technique tool improve software quality developer productivity work explore generation assessment test concurrent code regress test papers sigsoft distinguished paper award icse 2010 issta 2015 papers invite journal submission milo award google faculty research award 2015 crii award 2016 milo dissertation sigsoft outstanding doctoral dissertation award 2016 uiuc david kuck outstanding thesis award 2016 milo hold 2015 uiuc 2009 2007 university belgrade serbia faculty host claire goue keyword information contact	8/3/16 0:00	8/3/16 13:30	8/3/16 14:30	47	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
10481	image network atmospheric sense	abstract benefit recovery cloud aerosol distribution high resolution wide coverage algorithm develop task including stereo triangulation cloud tomography aerosol existing remote sense instrument lack resolution desire properly exploit algorithm capture frequent sample atmospheric radiance field viewpoint achieve develop image system base wide dense scale network camera upward network unit enable large scale deploy field demonstrate recovery cloud base data capture prototype system space carving recover volumetric distribution cloud method leads directly cloud shape bypass surface triangulation base image correspondence network redundancy solve radiometric problem exist monocular stereoscopic system work joint dmitry veikherman aviad levis yoav schechner sponsor part disney research poster event website keyword vasc information contact	8/4/16 0:00	8/4/16 15:00	8/4/16 16:00	63	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
10482	thesis proposal architecture technique improve nand flash memory reliability	abstract error common nand flash memory increase future error reduce flash reliability limit lifetime flash memory device proposal aim improve flash reliability multitude architecture technique thesis statement nand flash memory reliability improve cost performance overhead deploy architecture technique aware application behavior underlying flash device characteristic propose approach understand flash error characteristic workload behavior characterization design smart flash controller algorithm utilize understanding improve flash reliability propose investigate directions approach preliminary work propose technique improve flash reliability times manage flash retention different data data propose characterize model flash error flash chip propose develop technique construct flash error model online improve flash lifetime exploit online model propose understand develop technique utilize flash effect hope directions achieve higher flash reliability cost thesis committee onur mutlu chair phillip gibbon james hynix erich haratsch seagate technology copy thesis summary poster keyword information contact	8/5/16 0:00	8/5/16 14:00	8/5/16 15:00	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10483	black white blue address race police shoot classroom talk	instructor higher education engage tough issue inside classroom invite university faculty community member panel expert respond implication teaching classroom practice discussion amplify power challenging devise strategy bring conversation rsvp question	8/31/16 0:00	8/31/16 11:30	8/31/16 13:30	72	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
10484	searching dollar grant seek support research	evaluate potential fund current grant priority opportunity class introduction finding grant opportunity investigate overview research grant fund environment session cover private foundations public charity government fund	8/3/16 0:00	8/3/16 13:00	8/3/16 13:00	14	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0
10485	data	minute plan beginning project save roughly minutes headache session provide practical tip organize name document store preserve data	8/4/16 0:00	8/4/16 9:00	8/4/16 10:00	15	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0
10486	formal method provide insight pancreatic cancer treatment	abstract focus pancreatic cancer research shift pancreatic cancer cell microenvironment involve pancreatic stellate cell interact cancer cell influence tumor progression quantitative understand pancreatic cancer microenvironment work construct computation model intracellular signal network cancer cell stellate cell intercellular communication extend bionetgen language depict intra dynamics discrete continuous variable framework enable statistic model check procedure analyze system behavior response perturbation result demonstrate predict power model identify important system property consistent existing experimental observations obtain interesting insight development therapeutic strategy pancreatic cancer present partial fulfillment speak skill requirement poster keyword information contact	8/16/16 0:00	8/16/16 14:00	8/16/16 15:00	20	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
10487	mechanize blaker massey connective theorem homotopy type theory	abstract recent investigate homotopy type theory give proof construction homotopy theory construct mechanize proof result call connective theorem relate loop structure space share common part represent pushout type generalization disjoint type common part theorem important information pushout type number corollary including freudenthal suspension theorem previous formalize proof direct existing apply general setting homotopy theory mechanize concise combinations idea homotopy theory type theory time limit explain meaning main theorem demonstrate theorem leads freudenthal suspension theorem important corollary understanding loop structure sphere extend version talk title lic 2016 minutes present partial fulfillment speak skill requirement poster keyword information contact	8/18/16 0:00	8/18/16 14:00	8/18/16 15:00	15	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
10488	obtain calibrate probability bayesian bin	learning probabilistic predict model calibrate critical prediction task artificial intelligence talk present calibration method call bayesian bin quantile address limitation existing calibration method method post process output binary classification algorithm readily combine existing classification algorithm method computation tractable empirical accurate evidence experiment report real simulated dataset	8/5/16 0:00	8/5/16 9:00	8/5/16 12:00	57	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
10490	opportunity	owen dearolf discuss evaluate criteria select investigate intramural research program describe annual search earl stadtman investigate search lasker clinical research scholar program	8/17/16 0:00	8/17/16 14:30	8/17/16 15:30	117	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
10491	causal discovery heterogeneous dataset	computation causal discovery aim induce causal model causal network causal relations observation data perform perform intervention perbutation manipulation system recent approach causal discovery call integrate causal discovery present approach accept reason multiple heterogeneous dataset obtain sample criteria experimental conditions perbubation intervention measure quantity application business data discuss addition current complementary research directions present including scale data learning mechanistic causal model package capabilities biography tsamardino acquire 2001 intelligent system program pittsburgh university associate professor computer science department university crete gnosi data analysis interest include field machine learning bioinformatic causal discovery feature selection tsamardino publication international journal conference books participate national fund research project statistics recognition work include 4800 citation tsamardino recently award europe greece national grant excellence consolidate aristeia grant equivalent young investigate award	8/19/16 0:00	8/19/16 11:00	8/19/16 12:00	90	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0
10492	diversity program work	lecture noon school social work conference center 2017 cathedral learning lunch provided registration require information visit call firm buchanan ingersoll rooney generous sponsor speaker series	9/20/16 0:00	9/20/16 12:00	9/20/16 13:30	26	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0
10496	prevention	lecture held noon 2017 cathedral learning lunch provided registration require	9/29/16 0:00	9/29/16 12:00	9/29/16 13:30	19	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
10502	gain pain extend effects behavior health intervention	abstract gain pain extend effects behavior health intervention examine extend effects behavior health intervention design improve nutrition behavior intervention successful improve target behavior spillover positive negative impacted benefit examination presents opportunity advance knowledge important question theory predict balance behavior domain reduce exercise occur result show positive persistence effect treatment group incentive remove observe negative spillover effects related domain exercise negative impact customer loyalty result support intervention highlight importance theory practice examine extend effects	9/9/16 0:00	9/9/16 10:30	9/9/16 12:00	32	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
10503	trade liberalize regional dynamics	abstract trade liberalize regional dynamics study evolution trade effects local labor market early 1990s trade liberalize regions initially specialized industry facing large tariff cut experienced prolonged decline formal sector employment earnings relative regions impact tariff regional earnings years liberalize times size effect years liberalize pattern increase effects regional earnings consistent conventional spatial equilibrium model predict effect magnitude decline time spatial arbitrage finding robust variety alternative specification control wide array shock investigate potential mechanism finding empirical support mechanism involve imperfect interregional labor mobility dynamics labor demand driven slow capital adjust agglomerate economy mechanism gradual amplify initial labor demand shock result liberalize theory explain slow adjust path regional earnings quantitative account magnitude effects	9/12/16 0:00	9/12/16 12:00	9/12/16 13:20	32	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
10504	robust estimation inference local instrumental variable curve	abstract robust estimation inference local instrumental variable curve instrumental variable commonly estimate effects treatment afflict unmeasured confound practice instrumental variable continuous measure distance treatment preference method continuous instrumental variable important limitation require restrictive parametric assumption identification rely model outcome treatment process require model effect modification adjust covariate work develop robust semiparametric estimator local effect curve comply effect treatment instrument value threshold propose method require parametric assumption incorporate information instrument mechanism flexible estimation effect modification covariate subset doubly robust robust misspecification instrument process discuss asymptotic property weak conditions method study infant mortality effects neonate intensive care unit high versus technical capacity travel time instrument	9/26/16 0:00	9/26/16 12:00	9/26/16 13:20	17	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
10505	embrace open data science organization	large organization wanting leverage amazing technology develop open source data science python spark modernize traditional analytic stack anaconda leading open data science platform built open source technology fulfill enterprise data scientist colleague including business analyst developer devop data engineer anaconda leverage open source innovation technology providing enterprise features collaboration security authenticate deploy webinar present anaconda platform foundation open source package conda package environment management bokeh interact data visualize dask parallel compute numba high performance python datashader large scale visualize discuss workflow data scientist explore building machine learning model collaborate team deploy anaconda platform easy embrace leverage open data speaker christine doig senior data scientist continuum analytic christine doig senior data scientist continuum analytic work project memex project helping stop human traffick years experience analytic operation research machine learning variety industry including energy manufacture banking christine hold industrial engineering polytechnic university catalonia barcelona christine love empower people open source technology regular speaker train community conference including pycon europython pydata oscon data science summit	9/7/16 0:00	9/7/16 12:00	9/7/16 13:00	231	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0
10506	webcast designing sustain	half population online consumer continue embrace internet things virtual reality emerge technology billion smartphone globe 2020 estimate device person planet company continue migrate business process online breakneck speed fact percent data create month knowing things impact data electricity rival country size germany internet large environmental footprint global airline industry continue grow population online material create device embroil conflict slavery smuggle massive environmental damage mining conflict mineral perpetuate major problem globe obsolescence device produce staggering amount internet typically agency world make host design decision behalf client decision directly impact internet sustain frick outline design framework create sustain digital product service meeting business marketing goal explain sustain practice increasingly important internet continue rapid growth explore organization large small taking steps building cleaner green internet walk simple tactics make digital product service sustain frick frick founder mightybyte certify corp designs creative digital product conscious company mightybyte committed solve social environmental problem work leader sustain design author books media marketing including forthcoming designing sustain guide building green digital productsand service media edition return engagement content strategy design technique digital marketing focal press interact media process guide manage interact media project learning books higher learning institution including columbia university john hopkins university full sail university boston university institute board president climate ride nonprofit offering charity endurance event raise money environmental date raise million nonprofit united states regularly presents conference offer workshop aspect marketing design sustain entrepreneurship	8/18/16 0:00	8/18/16 13:00	8/18/16 14:00	94	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
10507	learning causal effects bridge instrument backdoor	problem learning causal effect treatment outcome knowing background variable cause discuss linear model unmeasured confound block candidate instrumental variable propose test constraint observe distribution characterization discover including limitation equivalence class extent assumption half generalize algorithm find backdoor adjust set exploit faithful assumption idea provide continuum relaxation faithful show algorithm learning backdoor adjust provide instrumental variable give bounds causal effects discrete distribution joint work shohei shimizu robin evans biography ricardo silva senior lecturer department statistic science adjunct faculty gatsby computation neuroscience unit management group centre computation statistics machine learning csml management group epsrc network computation statistics machine learning fellow alan ture institute silva extensive experience research machine learning area graphical model latent variable model causality carnegie mellon university silva laid early work causal structure identification model unobserved variable silva introduce approach graphical model construction inference model network data prediction problem information retrieval develop inference algorithm complex distribution causal model contribution	9/15/16 0:00	9/15/16 11:00	9/15/16 12:00	44	2	0	1	1	0	0	0	0	1	0	1	0	0	0	0
10508	gravitino reheate asymmetry universe	abstract astrophysic observations universe made primarily matter matter antimatter asymmetry universe explain asymmetric decay heavy particle early universe sufficient phase call reheate high temperature lead particle call gravitino presence adverse cosmology consequence refer problem discuss asymmetry universe gravitino problem examine gravitino abundance suppress scenario gravitino production	8/15/16 0:00	8/15/16 15:30	8/15/16 17:00	33	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0
10509	archaeology digital data management	archaeology rely heavy digital data photograph field information analytic descriptive data set project report approach data management important information overlook lost forgotten misplace damage good digital data management require attention means data storage aspect archive data data preserve curate data discover accessible use online seminar explore practical aspect good data management organize material life project tool method integrate existing project workflow ensure data prepared preservation accessible project complete seminar introduce participant center digital antiquity tdar digital archaeology record repository digital archaeology data information identify good digital data management practice relate topic data storage data archive preservation access reuse archaeology data describe practice organization digital archaeology material life project prepare curate preservation webinar sponsor presenter francis mcmanamon francis mcmanamon executive director digital issue topic related management archaeology data information professional focus digital antiquity develop maintain tdar digital archaeology record international repository data document related archaeology archaeology investigate leigh anne ellison leigh anne ellison coordinate marketing sales project center digital antiquity serve digital curator digital antiquity digital antiquity develop maintain tdar digital archaeology record international repository data document related archaeology archaeology investigate leigh anne anthropology archaeology northern arizona university	8/17/16 0:00	8/17/16 13:00	8/17/16 14:00	94	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
10510	games group frames blood campaign understanding change health behavior	abstract games group frames blood campaign understanding change health behavior discuss study employ psychology decision theory intervene health judgment behavior goal shed light mechanism underlying health decision point policy recommendation change behavior study apply game theoretical framework dynamic influenza vaccination study participant play role young agent laboratory game model young agent vaccination contribute herd immune agent suffer severe costs infection vary agent incentive pushed behavior nash equilibrium optimum subsequent study examine factor influence allocation scarce health resources study participant loss frame prioritize young recipient gain frame maximize gain study allocation decision efficient maximize outcome recipient present group recipient divide group participant tend spread resources group sacrifice efficiency consequence finally field study test message design signal theory efficacy motivate blood donation participant offer gift card incentive frame message emphasize public audience message effective incentive control message message result suggest blood donor motivate signal prosocial nature monetary incentive cloud signal study demonstrate subtle choice present important influence health behavior theoretical practical implication	9/8/16 0:00	9/8/16 12:00	9/8/16 13:15	42	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
10511	school assignment legal	abstract school assignment legal rationalize making school assignment eliminate justified envy school district sue order plaintiff legal standing demonstrate action cause harm harm redress define assignment legal student harm justified envy legal assignment assign school harm redress show school assignment problem unique legal assignment legal assignment superset assignment eliminate justified envy set mathematics structure specifically lattice theorem decompose lemma rural hospital theorem hold unique pareto efficient legal assignment assignment made efficiency adjust defer acceptance mechanism student consent finally interpret legality terms fair legal assignment assignment objection unjustify petty	9/15/16 0:00	9/15/16 16:00	9/15/16 17:30	47	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
10513	direct search phantom vacancy	abstract direct search phantom vacancy vacancy fill post generally withdrawn create phantom vacancy existence phantom imply old list represent true vacancy younger assume seek direct search base list equalize probability matching list form match vacancy create phantom create negative information external affect vacancy old magnitude external decrease direct search behavior seek leads younger list calibrate model labor market data contribution phantom friction large conditional existence phantom social planner improve direct search allocation	9/16/16 0:00	9/16/16 15:30	9/16/16 17:00	32	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
